m1801-C-2900,DCE,m1801-C-2900,m1801-C-2900,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1801-C-2950,DCE,m1801-C-2950,m1801-C-2950,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1801-C-3000,DCE,m1801-C-3000,m1801-C-3000,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1801-C-3050,DCE,m1801-C-3050,m1801-C-3050,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1801-P-2600,DCE,m1801-P-2600,m1801-P-2600,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1808-C-2950,DCE,m1808-C-2950,m1808-C-2950,m_o,2,2018,8,100,1,100,1,10,0.5,20170905,20170905,20180706,20180706,20180706,1,1,2,2,1.79769e+308,1.79769e+308
m1808-P-2950,DCE,m1808-P-2950,m1808-P-2950,m_o,2,2018,8,100,1,100,1,10,0.5,20170905,20170905,20180706,20180706,20180706,1,1,2,2,1.79769e+308,1.79769e+308
ZC804,CZCE,煤4月,ZC804,ZC,1,2018,4,1000,1,1000,1,100,0.2,20170412,20170412,20180406,20180406,20180406,1,1,2,2,0.08,0.08
m1803-C-2550,DCE,m1803-C-2550,m1803-C-2550,m_o,2,2018,3,100,1,100,1,10,0.5,20170407,20170407,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-P-2550,DCE,m1803-P-2550,m1803-P-2550,m_o,2,2018,3,100,1,100,1,10,0.5,20170407,20170407,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
T1712,CFFEX,10年期国债1712,T1712,T,1,2017,12,30,1,50,1,10000,0.005,20161205,20170313,20171208,20171201,20171213,1,1,2,2,0.02,0.02
TF1712,CFFEX,5年期国债1712,TF1712,TF,1,2017,12,30,1,50,1,10000,0.005,20161205,20170313,20171208,20171201,20171213,1,1,2,2,0.012,0.012
CF803,CZCE,棉花3月,CF803,CF,1,2018,3,1000,1,1000,1,5,5,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.05,0.05
FG803,CZCE,玻璃3月,FG803,FG,1,2018,3,1000,1,1000,1,20,1,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.07,0.07
JR803,CZCE,粳稻3月,JR803,JR,1,2018,3,1000,1,1000,1,20,1,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.05,0.05
LR803,CZCE,晚籼3月,LR803,LR,1,2018,3,1000,1,1000,1,20,1,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.05,0.05
MA803,CZCE,甲醇3月,MA803,MA,1,2018,3,1000,1,1000,1,10,1,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.07,0.07
OI803,CZCE,菜油3月,OI803,OI,1,2018,3,1000,1,1000,1,10,2,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.07,0.07
PM803,CZCE,普麦3月,PM803,PM,1,2018,3,1000,1,1000,1,50,1,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.05,0.05
RI803,CZCE,早籼3月,RI803,RI,1,2018,3,1000,1,1000,1,20,1,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.05,0.05
RM803,CZCE,菜粕3月,RM803,RM,1,2018,3,1000,1,1000,1,10,1,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.06,0.06
SF803,CZCE,硅铁3月,SF803,SF,1,2018,3,1000,1,1000,1,5,2,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.07,0.07
SM803,CZCE,锰硅3月,SM803,SM,1,2018,3,1000,1,1000,1,5,2,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.07,0.07
SR801,CZCE,白糖1月,SR801,SR,1,2018,1,1000,1,1000,1,10,1,20160715,20160715,20180115,20180115,20180115,1,1,2,2,0.05,0.05
cu1711,SHFE,cu1711,cu1711,cu,1,2017,11,30,1,500,1,5,10,20161014,20161116,20171115,20171116,20171122,1,1,2,1,0.15,0.15
hc1711,SHFE,hc1711,hc1711,hc,1,2017,11,30,1,500,1,10,1,20161014,20161116,20171115,20171116,20171122,1,1,2,1,0.15,0.15
ni1711,SHFE,ni1711,ni1711,ni,1,2017,11,30,1,500,1,1,10,20161014,20161116,20171115,20171116,20171122,1,1,2,1,0.15,0.15
m1801-P-2650,DCE,m1801-P-2650,m1801-P-2650,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1801-P-2700,DCE,m1801-P-2700,m1801-P-2700,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1801-P-2750,DCE,m1801-P-2750,m1801-P-2750,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1801-P-2800,DCE,m1801-P-2800,m1801-P-2800,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1801-P-2850,DCE,m1801-P-2850,m1801-P-2850,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1801-P-2900,DCE,m1801-P-2900,m1801-P-2900,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1801-P-2950,DCE,m1801-P-2950,m1801-P-2950,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1801-P-3000,DCE,m1801-P-3000,m1801-P-3000,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1801-P-3050,DCE,m1801-P-3050,m1801-P-3050,m_o,2,2018,1,100,1,100,1,10,0.5,20170331,20170331,20171207,20171207,20171207,1,1,2,2,1.79769e+308,1.79769e+308
m1803-C-2650,DCE,m1803-C-2650,m1803-C-2650,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-C-2700,DCE,m1803-C-2700,m1803-C-2700,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-C-2750,DCE,m1803-C-2750,m1803-C-2750,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
